species_guid,record_guid,scientific_name,host_range,potential_eco_desc,description,management_info,remark,reference_id,reference_name,page,author,created_time,editor,update_time,id
e2162fc4-d017-484b-bffd-02e052eaed57,bdaeda31-e016-4a8d-b0e7-72b4f2f6ff69,Monochamus alternatus,,,"Natural dispersal (non-biotic)^p^pWind may help flight.^p^p^Movement in trade^p^pRecords show that Pinus densiflora and P. thunbergii logs infested with M. alternatus larvae have been transported within Japan from the island of Kyushu to Okinawa (Kuniyoshi, 1974).^p^pSolid wood packing materials with and without bark are suspected to carry M. alternatus but articles describing the evidence could not be found by the author.Plant parts liable to carry the pest in trade/transport - Bark: Eggs; borne internally; invisible.^p - Stems (above Ground)/Shoots/Trunks/Branches: Eggs, Larvae, Pupae, Adults; borne internally; invisible.^p - Wood: Larvae, Pupae, Adults; borne internally; invisible.Plant parts not known to carry the pest in trade/transport - Bulbs/Tubers/Corms/Rhizomes^p - Fruits (inc. Pods)^p - Growing Medium Accompanying Plants^p - Flowers/Inflorescences/Cones/Calyx^p - Leaves^p - Seedlings/Micropropagated Plants^p - Roots^p - True Seeds (inc. Grain).",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
e2162fc4-d017-484b-bffd-02e052eaed57,9c5e3a49-ce46-483c-ac0e-d44e014d9201,Monochamus alternatus,,,,,"Several potentially effective phytosanitary measures are proposed: selective felling, removal, and debarking of healthy trees before the flight period of M. alternatus, inspection of wood in the mill, heat and chemical treatments, and so on (Evans et al., 1996).",7000,CPC2006,,CPC2006,2008-07-10 18:09:24.813,,,
e2162fc4-d017-484b-bffd-02e052eaed57,883cf722-a04e-40ee-9a17-fef833bf3f03,Monochamus alternatus,,,,"To decrease the incidence of pine wilt, insecticides such as fenitrothion and carbaryl are sprayed on the crown of trees by hand, sprinkler or helicopter twice during the M. alternatus adult emergence period. This is to prevent the beetles from feeding on pine twig bark and to reduce the number of nematodes transmitted to healthy trees. A simple simulation model for optimal spraying time is constructed using the emergence and survivorship curves of M. alternatus adults, the transmission curve of B. xylophilus, and mortality curves of M. alternatus after insecticide treatment (Togashi, 1980b). Insecticide application against M. alternatus adults shows a high efficacy (Kobayashi, 1988; Kishi, 1995) but three problems are pointed out in the aerial application of insecticides. First is the increased survival rate of immature M. alternatus due to an increased mortality of natural enemies. Second is the disturbance of the biological community in the pine forest ecosystem. Third is the diffusion of insecticide from the pine forests. When aerial applications are conducted twice in June, mortality due to predacious insects decreases for beetle cohorts produced in June and July but it increases for cohorts produced in August (Togashi, 1990d).^p^pA trap using a-pinene and ethanol as attractants has been developed (Ikeda et al., 1980). It can be used to monitor M. alternatus as trees surrounding the trap are likely to succumb to pine wilt disease, even if they have had insecticide applied.^p^pWhen Pinus densiflora and P. thunbergii were treated with paraquat dichloride or ethephon, they receive ten times as many oviposition scars as untreated, nematode-infected trees (Yamasaki et al., 1980). Volatile oil from paraquat-induced lightwood is attractive to M. alternatus (Yamasaki and Suzuki, 1982), (+)-cis-3-pinen-2-ol in the oil is attractive for male beetles only (Sakai and Yamasaki, 1991). Control measures using paraquat-treated trees as a lure have not yet been established.^p^pM. alternatus in dead trees are destroyed by burning, chipping, spraying insecticide or fumigation after felling (Kobayashi, 1988; Kishi, 1995). Burning and fumigation can be expected to eradicate the insects in dead trees. However, branches and the edges of logs sometimes break the plastic sheet used for wrapping for fumigation, resulting in incomplete eradication. Burning in pine forests induces the occurrence of a fungal disease by Rhizina undulata, a mortality factor of pine trees, in Japan (Sato et al., 1970). The efficacy of insecticide spraying fluctuates depending on season of application and insecticide formulation (Kishi, 1995). When logs infested with M. alternatus are buried in soil over 15 cm deep, no adults emerge from the soil (Matsubara and Yonebayashi, 1980). The greatest problem with the eradication of M. alternatus harboured in dead trees is that it is very difficult for workers on the ground to find all the dead pine trees in the forest.^p^pApplication of the entomophagous fungus, Beauveria bassinana, with nonwoven fabric strips induces an 80% mean mortality of M. alternatus larvae in the field (Shimazu et al., 1995). Beauveria brongniartii is less effective than B. bassiana in laboratory tests (Shimazu, 1994). Application of Steinernema carpocapsae in mid-April causes ca. 70 % mortality of larvae within the logs (Yamanaka, 1994) whereas the application of Steinernema kushidai to pine logs is ineffective (Mamyia, 1989). Release of approximately 20 Sclerodermus sichuanensis adults per infected tree resulted in parasitism ranging from 36.4 to 100% 2 weeks later. After 1 year infection rates had fallen by 57.7% compared to control areas with a mean parasitization rate of 69.7% (Yang et al., 1999). ^p^pInjection of nematicides such as mesulfenhos, morantel tartalic acid, and levamysol hydrochloride, into healthy tree trunks during winter prevents the development of pine wilt disease, resulting in a reduced reproduction rate of M. alternatus (K",,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
e2162fc4-d017-484b-bffd-02e052eaed57,7ffd1fa5-f7b8-4003-8cca-b3481cdf8696,Monochamus alternatus,,在南方各省，它可引起成片松树枯死。它还传染线虫病，日本的松树曾因此大量死亡。近年来它已给我国林业造成严重威胁。,,,,1701,中国森林昆虫,483,LiangYibing,2006-07-19 11:56:00.000,王乃扬,2012-02-15 10:48:21.000,
c78354fc-e3af-4739-9c42-8b75e56668f0,9cefa5a5-2584-4ee1-b0b4-8e58a9f5b2bf,Monacrostichus citricola,,幼虫为害果实。,随果实运输传播。,,,153568,中国进境植物检疫性有害生物(昆虫卷),531,cpqis.zhangxiling,2014-02-10 10:39:43.000,,,
350ba6c3-7551-495d-a8cf-c1f543fa9a80,cb6ad90f-5353-4db7-8575-4db7bbd6be12,Mikania micrantha,,,,亚铜平龟蝽是华南地区广泛分布的一种蝽类，目前在广州发现取食薇甘菊。亚铜平龟蝽对微甘菊单个嫩梢的控制作用相对较弱，但其对成片的薇甘菊有高的感染率。亚铜平龟蝽主要以若虫聚集于近梢部吸取汁液。亚铜平龟蝽在对薇甘菊的综合控制能力方面，目前又居于几种本地天敌昆虫之首位。,,16005599,薇甘菊上新发现的一种天敌——亚铜平龟蝽,,张希玲,2024-04-21 15:30:51.000,张希玲,2024-04-21 15:30:51.000,
350ba6c3-7551-495d-a8cf-c1f543fa9a80,6958b159-5120-451b-b997-0c3b0c08aa18,Mikania micrantha,,,在广东中山市的调查发现，红树林遭受薇甘菊的危害比较严重，尤其是翠亨新区的湿地公园及南朗镇老红树林 2 个调查地，危害面积达 7 hm2。此外，在其他调查点也偶有发现无瓣海桑、秋茄及桐花被大面积覆盖危害的现象，且危害面积呈现不断蔓延扩散的趋势。,"1 监测。 首先应对其进行较为准确的监测，结合气候、森林资源分布及遗传信息等情况对入侵物
种的潜在分布进行预判。
2 人工防除 在广东省，薇甘菊在 3—4 月开始萌芽，6—8 月进入生长旺盛期，9 月出现花蕾，此
时生长速度减缓; 10 月进入开花期，花期可以持续至 12 月，果期 1—2 月，2 月后种子成熟，花枝枯萎，生长期达 8 个月，茎枝每周生 30 cm 以上，一个节一年中所有分枝茎节生长 1007 cm。所以薇甘菊的最佳防治时期是每年 10—12月种子成熟前。利用人工割除、拔除或机械铲除，
先将植株割除，再耕翻晒根，必须尽可能连根拔起，尽量将残留在土壤中的根茎等集中焚烧销毁，务必做到斩草除根。
3 化学防除 目前对于有害生物灾害最有效的控制手段就是化学防治，可以采取喷洒除草剂进行防治。紫薇清( 24% 2，4－滴·二氯吡啶酸水剂)是一种比较好的防治薇甘菊的药剂，为内吸传导型
除草剂，可以通过茎叶吸收传导至植株的各个部位，引起植株枯萎、坏死，最终导致整株死亡，因此可以清理薇甘菊地下部分的根部; 并且其选择性强，对大部分硬阔叶类幼树安全。在薇甘菊大面积覆盖的非经济林地，使用 1000～1500 倍 24%紫薇清水剂进行非定向喷雾; 对薇甘菊与其他植物混合生长在一起的区域，应采用针对茎、叶定向喷药方法。此外，五氟磺草胺、噻吩磺隆、单嘧磺脂 、25%辛酰溴苯腈乳油、48%麦草畏水剂、80% 2，4－滴钠盐可湿性粉剂、氯氟吡氧乙酸乳油、20% 氯氟吡氧乙酸异辛酯乳油、10%草铵膦水剂、48%灭草松水剂和 41%草甘膦异丙胺盐水剂 等对薇甘菊也有一定的防效。
4 生物防治。已有大量关于利用菟丝子 Cuscuta chinensis Lam．强寄生能力来防治薇甘菊的报道，研究者认为菟丝子属 大花菟丝子 Cuscuta reflexa及田野菟丝子 Cuscuta campestris 能寄生并致薇甘菊死亡。但是利用菟丝子属植物防控薇甘菊目前仍存在一定的争议。在深圳 7 个森林公园的薇甘菊危害区投放田野菟丝子并开展野外监测，本地菟丝子对本土其他植物整体上的影响远远小于薇甘菊的影响，因此，可在薇甘菊高度覆盖( 覆盖度＞90%) 且无重要经济作物生长的空地内利用菟丝子防控薇甘菊(  。甘薯 Dioscorea esculenta在植物生长和养分利用方面都比薇甘菊具有竞争优势，因此，可在热带和亚热带地区种植甘薯从而减少薇甘菊的生长 。本地天敌昆虫艳婀珍蝶 Actinote thaliapyrrha 、小蓑蛾 Acanthopsyche． sp.、紫红短须螨 Brevipalpus phoenicis ) 等均被报道对薇甘菊具有一定威胁，但其侵扰能力有限。本土天敌昆虫薇甘菊颈盲蝽Pachypeltis micranthus对薇甘菊具有显著的控制效应 。薇甘菊挥发物对薇甘菊颈盲蝽具有引诱作用 ，薇甘菊颈盲蝽取食薇甘菊叶片，并破坏叶片正常生理功能，导致其最终的叶片萎蔫坏死。薇甘菊颈盲蝽具有取食能力强、取食量大、取食频率高等特点，对薇甘菊的茎、花生长均具有一定影响，抑制其无性繁殖、开花结实量，是一种有效控制薇甘菊传播、扩散的重要天敌昆虫。
5 营林措施 加强林间管理，及时对薇甘菊发生区域的生态系统进行修复。可以在造林时搭配种植一些阔叶树如 幌伞枫 Heteropanax fragrans、血桐 Macaranga tanarius 等，不仅可以提高郁闭度，还可抑制薇甘菊的生长，阻止其入侵 。也可以利用替代控制技术治理薇甘菊的危害，利用本土植物和具有一定生态价值的草本植物来抵御薇甘菊的入侵。黄花蒿 Artemisia annua、高羊茅 Festuca elata、黑麦草 Lolium perenne、杂三叶 Trifolium hybridum、紫花苜蓿Medicago sativa、柱花草Stylosanthes guianensias等不仅具有一定经济价值，还可被用作替代植物进行种植。",,15141498,广东省中山市2种红树林有害生物风险分析及防控策略,,张希玲,2024-04-20 17:33:11.000,张希玲,2024-04-20 17:33:11.000,
350ba6c3-7551-495d-a8cf-c1f543fa9a80,cc7d27bc-ef4f-430b-8500-e34dc0dd43cf,Mikania micrantha,,"薇甘菊为多年生草质或稍木质藤本，具蔓生茎，攀缘并缠绕幼树、作物或其他植物，使其死亡。薇甘菊是危害经济作物和森林植被的主要害草，薇甘菊所到之处，植物被其攀缘、缠绕或覆盖，难以进行光合作用，可因饥饿而死，或是被重压、绞杀而死。对茶园、橡胶园、香蕉园、柚木林、森林等造成极大的危害，因而薇甘菊被称为“植物杀手”。
薇甘菊具有发生量大、繁殖迅速、传播快、危害重的特点，常在局部区域危害成灾。在其发生地，薇甘菊对土壤生态的影响明显高于本地植物对土壤生态的影响，薇甘菊的入侵使土壤养分和土壤酶活性（如有机质、全氮、全钾、硝态氮、铵态氮、有效磷、速效钾、脲酶和磷酸酶等）显著提高，薇甘菊在竞争过程中，不断通过直接或间接影响土壤微生物区系，进而改善土壤酶活性和土壤英粉含量，使得土壤环境条件向着有利于薇甘菊自身生长的方向发展，形成有利于其入侵繁殖的环境，抑制本地植物的生长，形成其不可替代的优势种群，这可能是薇甘菊在新生态系统的竞争方式之一，也是其成功入侵的重要原因之一。
马来西亚在用薇甘菊作为地面覆盖物时，橡胶树干的茎围比用豆科植物覆盖时少27%，乳胶产量减少27%~29%。20世纪40年代薇甘菊在印度出现后就迅速蔓延，致使茶园、蕉园、柚木林受到严重侵蚀，并造成人工林系统持续减产。在尼泊尔，薇甘菊已入侵到自然林，包括常绿林、半常绿林和潮湿的落叶林，威胁到当地自然生态系统和生物多样性。
薇甘菊对于6~8m高的天然次生林、人工速生林、经济林、风景林的几乎所有树种都具有严重威胁。典型的入侵事件是薇甘菊侵袭珠江口外的伶仃洋中伶仃岛，使该岛自然保护区内460hm2林木中80%受到薇甘菊的危害。在广东的荔枝园也发现有薇甘菊攀爬现象，种种危害现状表明，防控薇甘菊的任务刻不容缓。
在中国和新西兰，薇甘菊被认定为检疫性有害生物。","由于薇甘菊的种子产量及丰富，细小且轻，易借风或动物、昆虫以及人类的活动而远距离传播，也可以通过与土壤接触的节间与匍匐茎蔓延，且生长迅速，单株植物在生长季节几个月内就能扩散蔓延。同时，人工防除时，选择的时期不对，有时甚至是在薇甘菊种子成熟时采取人工拔除、机械除草等，这反而有利于薇甘菊种子的扩散。
在薇甘菊发生区域，通过农产品的运输、园林花卉的交流、交通工具的往来等是薇甘菊远距离快速传播的主要途径。由于其蔓延速度极快，故有些学者称其为“一分种一英里的杂草”。","防治方法：
（1）生物学方法：生物防治是控制、防治外来杂草的最有前景的防治方法之一，主要包括对外来杂草有控制作用的真菌、天敌昆虫等的引进。在薇甘菊的原产地热带美洲有9种主要天敌和22种次要天敌。9种主要天敌是：假泽兰滑蓟马Liothrips mikaniae 、半翅目的Telenemia sp.、鞘翅目的Desmogramma conjuncta、Echoma marginata、Echoma quadristillata、Physimerus pygmarus、Apion luterirostre、Pseudoderelomus baridiiformis，以及下毛瘿螨属的一种Acalitus sp.。但利用此类天地进行成功防控的案例很少。此外，也有利用真菌进行防除的报道，在病原菌防除研究方面，我国台湾学者发现齐整小核菌可侵染薇甘菊把造成其大面积死亡，这种病原菌对其他植物也可以致病，因此，用来防除薇甘菊还需要进一步研究。虽然菟丝子是一种危害性较强的杂草，但是有研究表明，田野菟丝子可以很好的防控薇甘菊，但最理想的是能够从相关研究中开发出新型、低成本、高效果、无污染、专一性强的生物源除草剂，已达到安全、有效地控制薇甘菊的目的。
（2）农业措施：在薇甘菊土壤种子库中，上层（0~3cm）土壤种子库密度显著高于下层（3~5cm），幼苗主要有上层土壤中的种子萌发而成。从地表向下对着深度的增加，活力种子逐渐减少。种子随雨水进入种子库时，总是先分布在种子库上层，而后由于动物活动、雨水冲刷、自身重力等原因逐渐下移，越是下层的种子，在种子库中存在的时间越长，种子丧失活力也越多。在经营较细致的农田或果园中，通过翻土等耕作措施，在一定程度上能减少薇甘菊的发生。从整体效果上看，作用不明显，因此农业措施的防控仅能作为辅助手段。但从某种意义上讲，人工防除时一种对环境无危害的较为清洁的一种放出方法。
（3）化学防治：化学防治由于见效较快，多在受害严重的地区采用。研究显示，25%森泰和70%嘧磺隆粉剂（森草净）都有显著杀灭薇甘菊的效果，但前者需要4~5个月见效，后者则能在2~3个月内彻底杀灭，且森草净用量低，0.01~0.001g/m2的森草净（有效成分）就已有良好的杀灭效果。以10%嘧磺隆水悬剂（草灌净）防治薇甘菊的研究显示效果较好，时，用药量在12L/hm2时，薇甘菊死亡率达95%以上。2,4-滴丁酯等对薇甘菊有极好的灭除效果，且作用快速，用药后7d枝条死亡率均在90%以上，14d后枝条死亡率可达100%。氯氟吡氧乙酸（使它隆）混用茶枯粉及一些表面活性剂喷于植株上、中部对薇甘菊的防治作用明显。
尽管有些地区薇甘菊危害严重，且大有向周围蔓延之势，但也并非在短期内就“遍地开花”。在防治上切记操之过急，尤其要慎用各种除草剂和外引天敌，以免造成新的难以预料的生态灾难。在重视生态环境建设的今天，防止外来入侵物种更应遵循自然生态规律，维护生态系统健康，逐步构建合理群落结构，提高生态系统自身免疫力，从而持续有效地抵御其侵害。",,169277,中国进境植物检疫性有害生物——杂草卷,99,张希玲,2023-02-11 15:44:31.000,张希玲,2023-02-11 15:44:31.000,
350ba6c3-7551-495d-a8cf-c1f543fa9a80,ae9027db-7a1e-4764-8ef0-6313e682eeee,Mikania micrantha,,对农业生产及生态环境的危害  薇甘菊能通过大量繁殖幼苗占据空地，以蔓生茎缠绕、攀援、覆盖等多种方式绞杀其他植物，并争夺阳光、水分和养分，从而使其他植物无法正常生长与繁殖，危害农作物，轻者会使作物减产20％以上，严重者造成绝收。薇甘菊繁殖快，能形成密集成片的单优植物群落，快速覆盖生境，影响生物多样性。此外，薇甘菊还可以通过释放化感物质，抑制和危害其他植物的生长，并能降低土壤肥力，表现出争取生存机会的生态功能。据报道：薇甘菊能分泌具有强烈活性的化感物质阿魏酸，可以抑制植物、真菌、细菌的活性，对植物和水稻稻瘟病菌的抑制活性尤为显著；薇甘菊植株的乙醇提取物对水稻、萝卜、黄瓜、菜心具有不同程度的化感作用；其叶片和根的提取物能够抑制某些杂草，如蜈蚣草(Chrysopogon aciculatus)和两耳草(Paspahtm conjugatum)等的生长，导致其纵向生长和幼苗鲜重下降，且抑制作用随浓度的增高而增强。  薇甘菊能够入侵山林、侵占河、沟梗，绞杀其他植物和抑制其他植物的生长，导致植物种类减少，影响生态平衡和生物多样性；伤害植被，毁坏山林、园林景观，严重影响农林牧生产和旅游业发展；如果成为薇甘菊疫区，疫区的苗木、花卉和肥料基质等均不能外运，造成的直接和间接经济损失难以估算。,薇甘菊的传播有自然扩散人为扩散两个途径，两者常相互关联，可借风力、水流畜活动、交通运输等途径传播。人为的农产品的运输物引种、园林花卉的交流、交通工具的往来等是薇甘菊距离快速传播的主要途径。薇甘菊的生长非常迅速殖力甚强，每年开花结果产生的种子数量很大，小而轻的凤媒种子极易扩散。每个节茎乃至节间均可产生不根，每个节的叶腋均可长出一对新枝，另生成新的植株现今公路、街道边土地开发利用增多，土壤裸露，适合甘菊生长的废弃地在增加，这些因素可能会促进薇甘的传播；此外，随着交通运输的日益发达，从疫区调运产品、苗木、土壤等的汽车、火车、船只等交通工具都有能成为薇甘菊的主要传播媒介，这一切都加剧了薇甘的扩散。,,"薇甘菊是国际上备受关注的杂草，也是国内外重视的入侵杂草。该种已被列入世界上最有害的100种外来入侵物种之一，也被列入中国首批外来入侵物种。2007年5月28 日，被列入我国进境植物有害植物名录。
如果成为薇甘菊疫区，则疫区的苗木、花卉和肥料基质等均不能外运，这将对国内某些地区发达的苗木花卉产业造成极大的损失。",160282,薇甘菊入侵中国的风险分析,,cpqis.wuchen,2015-06-17 22:06:24.000,,,
350ba6c3-7551-495d-a8cf-c1f543fa9a80,e3062a44-14c4-4a73-aaa4-4b508462b438,Mikania micrantha,马占相思Acacia mangium,,,,,155173,马占相思林病虫害调查,86-88,cpqis.wangnaiyang,2014-02-25 11:26:06.000,,,
350ba6c3-7551-495d-a8cf-c1f543fa9a80,8df1c52e-c363-4d88-978e-7db6b8378b44,Mikania micrantha,"M. micrantha is a serious weed of plantation crops including tea, teak, rubber, oil palm and coconut (Holm et al., 1977; Cock, 1982).  It is also a weed of bananas, coffee, and other tree crops, especially in moist locations.","Economic impact^pM. micrantha is widespread throughout South and Central America, but is considered a weed in only a few places. Following its introduction to the Old World from South America, it has become a serious weed of plantation crops including tea, teak, rubber, oil palm and coconut, from India to Oceania (Holm et al., 1977; Cock, 1982). In India, M. micrantha is a serious weed of tea plantations, particularly in areas with high soil moisture. As a climbing vine, it quickly covers and smothers other plants, including other weeds (Dutta, 1977). The annual cost of controlling M. micrantha was estimated at US$9.8 million for rubber, oil palm and cocoa crops in Malaysia (Teoh et al., 1985). ^p^pImpact on Bamboo Plantations^p^pIn one study, 54 species of weeds were collected from a 3-month-old bamboo (Dendrocalamus asper) plantation in Lampung, Indonesia, which had been previously planted with cassava. The number of weed species decreased with the age of the bamboo plantation, from 28 at 6 months to 10 under a 1-year-old crop, probably because crowding by the bamboo leaves suppressed weed growth. By the end of one year, M. micrantha was the most dominant weed. Its climbing habit enabled it to cover the crop plants, suppressing their growth and in some cases killing them (Widjaja and Tjitrosoedirdjo, 1991).^p^pImpact on Tree Crops^p^pM. micrantha competes with teak, merkus pine (Pinus merkusii) and manila copal (Agathis loranthifolia = A. dammara) for nutrients, space and light and causes mechanical damage to the trees (Suharti and Sudjud, 1978). It is also a serious weed of rubber and oil palm plantations (Teoh et al., 1985).^p^p^Environmental impact^pM. micrantha has a major impact on forest communities once established. It smothers native vegetation and eventually kills much of the standing vegetation including trees. In southern China it is a considered to be a major threat to the local biodiversity (Xie et al., 2001; Zhang et al., 2004).^p^p^Impact on biodiversity^pM. micrantha was observed in the Neilingding Island (Shenzhen, Guangdong Province, China) in 1997, yet two years later it has covered 40-60% of the total land killing local plants. The site is famous for its large population of macaques (Macaca mulatta) and these are now under threat (Xie et al., 2001).^p^p^Impact descriptors^p(dayuhao)i>Negative impact on: (dayuhao)/i>biodiversity; environment; crop production; forestry production; rare / protected species; native fauna; native flora","M. micrantha originates in South and Central America where it is widespread but not often a significant weed problem (Holm et al., 1977). It has now been introduced in the Asia-Pacific region (though sometimes referred to mistakenly as M. scandens or M. cordata) (Adams et al., 1972; Holm et al., 1977; Ismail and Mah, 1993). Most of the records in Holm et al. (1977) for M. cordata and M. scandens in Asia almost certainly refer to M. micrantha, while those for M. cordata in West Africa are probably correct. Conversely, most of the records for M. micrantha in mainland Africa cited in EPPO (2005) probably relate to the indigenous M. cordata. The record for Mauritius may be correct but the occurrence of true M. micrantha in mainland Africa has yet to be confirmed.^p^pIn China it was introduced to Hong Kong in the early 20th century (first herbarium records date from 1919). After a long lag-phase it started to spread in the adjoining Guangdong Province in the early 1980s and rapid economic development of the last two decades appear to have assisted the spread of the weed. By the year 2000 the Chinese authorities recognised the species as a major threat and research projects were initiated. In Taiwan M. micrantha was introduced for soil conservation in the 1970s and is now found throughout the island. It was introduced into India and Indonesia as ground cover in the 1940s and then somehow spread to the Pacific Islands, New Guinea and much of South-East Asia (Sankaran, 1999; Zhang et al., 2004). In Malaysia it is believed that the plant was introduced in the early 1950s as non-legume ground cover for rubber plantations due to scarcity of legume seeds (Ismail, 2001). Although M. micrantha is widespread in Sri Lanka it does not appear to be posing a serious economic or ecological threat (Evans, 1999). The weed has recently been reported at a number of sites in northern Australia and M. micrantha is listed as a Northern Australian Quarantine Strategy target species because it has the potential to become a major weed (Anonymous, 2003).",,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
350ba6c3-7551-495d-a8cf-c1f543fa9a80,67207cb0-f89f-4ef7-ad9d-a4208cdf06cc,Mikania micrantha,,,"Natural Dispersal (Non-Biotic)^p^pDispersal of M. micrantha is mainly by wind, but water dispersal is possible.^p^pVector Transmission^p^pNot documented, but highly likely that it is dispersal by animals.^p^pAccidental Introduction^p^pBeing wind-dispersed, the seeds may be carried on any article that is transported through an area where the weed grows. Vehicles and equipment moving through areas infested with M. micrantha are likely carriers that should be cleaned before travelling long distances to avoid spread of the weed.Transport pathways for long distance movement - Conveyances (transport Vehicles)^p - Soil, Gravel, Water, Etc.^p - Travellers And Baggage	",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
350ba6c3-7551-495d-a8cf-c1f543fa9a80,b9ae9e7f-fda4-4c0c-a5ca-f907310e25d5,Mikania micrantha,,,,,"M. micrantha is classified as a Federal Noxious Weed in the USA (Westbrooks, 1989). Seeds, seedheads, stem fragments with seeds, and rootstocks may be intercepted in contaminated commodities. High-risk carriers include forest products, timber, etc. Dispersal is mainly by wind, but also on vehicles and equipment moving through infested areas; these should be cleaned before travelling to uninfested areas. Border clearance personnel with the US Department of Agriculture have intercepted M. micrantha as a contaminant of medicinal herbs from Mexico. Seeds of Mikania spp. have been intercepted as a hitch hiker on a truck entering the USA from Mexico (Westbrooks, 1989).",7000,CPC2006,,CPC2006,2008-07-10 18:17:24.303,,,
350ba6c3-7551-495d-a8cf-c1f543fa9a80,34993e32-148f-42af-9cee-3e93d96a5941,Mikania micrantha,,,,"Cultural Control^p^pIn Malaysia, it was found that the use of Dorset horn sheep to graze infestations of M. micrantha and several other weeds resulted in cost savings of 15-25% for the overall weed control programme in rubber plantations (Arope et al., 1985).^p^pIn China it is suggested that the establishment of a herb layer in managed orchards, forests, perennial crops (tea and tree plantations), parks and on newly developed areas should somewhat hinder M. micrantha seed germination and by increasing understorey shade in forests it should make growing conditions unsuitable for the vine (Zhang et al., 2004).^p^p^Mechanical ControlIsmail (2001) reported that traditionally, manual control in newly infested crop areas have been carried out by rolling, drying and burning the plants but this proved to be unsustainable. In India manual methods (sickle weeding or uprooting) have been used but these are more expensive than chemical options (Sankaran, 1999).^p^pWhen the vines are cut near the ground once a month for three consecutive months in summer and autumn and then in winter and spring, 90% of the plants can be eliminated. Hand-pulling in southern China is most effective before the end of October, i.e. prior to seed maturity, or during  the March rainy season. A hand-pulling campaign by thousands of citizens was initiated by the Shenzhen government (Guangdong Province) in 2000 and proved quite effective, as many dying trees damaged by M. micrantha subsequently recovered (Zhang et al., 2004).^p^p^Chemical Control^p^pYoung M. micrantha is susceptible to standard post-emergence herbicides, 2,4-D, paraquat and glyphosate, and these are the basis for chemical control in most plantation crops. ^p^pIn rubber^pIn Malaysia, field trials were conducted to compare the efficacy of three treatments (grazing by sheep, mechanical slashing and the use of glyphosate+picloram) for the control of M. micrantha (and several other weeds) in a 2-year-old rubber plantation. Two months after treatment, over 90% of weeds had regrown in plots that had been grazed or slashed, compared to (dayuhao)10% weed regeneration in chemically-weeded plots (Ahmad-Faiz, 1992).^p^pIn oil palms^pPreliminary surveys in Malaysia indicated that M. micrantha is associated particularly with rubber and oil-palm plantations. Weed competition was greatest in immature crops and declined as rubber and oil palms matured. Applying paraquat and/or 2,4-D amine was the preferred method of control in plantations. ^p^pA commercial preparation of a mixture of glyphosate and dicamba was evaluated for several years for weed control in >1-year-old oil palms on two plantations in Malaysia. This treatment resulted in a 90% weed control by 30 days after application and 40% by 120 days. Comparable treatment with a mixture of paraquat + diuron produced 95% control by 7 days and 0% by 120 days (Teng and The, 1990).^p^pComplete eradication of M. micrantha from immature oil palm is important to ensure normal growth of the trees. In Indonesia, field experiments were conducted to determine the effectiveness of four translocated herbicides to control M. micrantha in immature oil palms. In all cases, the initial application was followed by a second. The best control was observed on plots that received 2,4-D amine, 2,4-D-sodium and ioxynil, applied 6 weeks apart, hexazinone + diuron at 4 weeks apart, and 2,4-D-sodium followed 6 weeks later by glyphosate (Mangoensoekarjo, 1978).^p^pIn a similar study of M. micrantha in young oil palm plantations in Indonesia, picloram + 2,4-D gave the best results but glyphosate gave only moderate control after 4 weeks. Regrowth of the weed and phytotoxic symptoms on oil palm were not observed on any plots up to 6 weeks after treatment (Hutauruk et al., 1982).^p^pTriclopyr + picloram showed the best results in control trials of the weed in Indian forest plantations (Sankaran, 1999). The use of herbicide in China has been reviewed by Zhang et al. (2004).^p^p^Biologica",,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
e7377ff5-99f6-46b8-9b6b-26e908c0a1fb,27269ff6-9d9b-4e67-81af-992149562071,Meloidogyne silvestris,冬青,,,,,159547,"A new Root-Knot Nematode, Meloidogyne silvestris n. sp.,(Nematoda:Meloidogynidae), Parasitizing European holly in northern Spain",,cpqis.yanchaojie,2015-05-14 16:55:04.000,,,
08cf397c-fba1-4600-a521-f2d22399f309,ec958cb4-d0a8-416c-a3b1-0248cf352b09,Meloidogyne pisi,"豌豆 Roots of pea plants (Pisum sativus L. cv. Mikado),
collected from a commercial field called ‘Nucleo Rural
do Jardim’, Brasilia, Brazil.",,,,,159546,"Meloidogyne pisi n.sp.(Nematoda:Meloidogynidae), a root-knot nematode parasitising pea in Brazil",,cpqis.yanchaojie,2015-10-20 11:16:09.000,,,
33392154-4cee-479d-b866-fcb6f2aa400d,126950c7-b3c5-47e4-ba90-99cea07db42b,Meloidogyne phaseoli,"Roots of bean plants (Phaseolus vulgaris L. cv. Carioca),collected from a commercial field called ‘Fazenda Irm?os Maldane’ – PADEF, Brasilia, Brazil.",,,,,159545,"Meloidogyne phaseoli n.sp.(Nematoda:Meloidogynidae), a root-knot nematode parasitising bean in Brazil",,cpqis.yanchaojie,2015-10-20 11:35:53.000,,,
